			Id(Bk)Syl1	Id(Bk)	MaxIOSyl1	MaxIO	Id(HiLoRd)Syl1	Id(HiLoRd)	*F3	*B1	*B2
			Id(Bk)Syl1	Id(Bk)	MaxIOSyl1	MaxIO	Id(HiLoRd)Syl1	Id(HiLoRd)	*F3	*B1	*B2
	iee		0	0	0	0	0	2	0	0	0
	eii		0	0	0	0	1	1	0	0	0
	eie		0	0	0	0	1	2	0	0	0
	eee		0	0	0	0	1	3	0	0	0
	ieI		0	1	0	0	0	1	0	1	1
	eiI		0	1	0	0	1	1	0	1	1
	eeI		0	1	0	0	1	2	0	1	1
	eII		0	2	0	0	1	1	0	2	2
	Iie		1	1	0	0	0	1	0	1	1
	Iee		1	1	0	0	0	2	0	1	1
	IeI		1	2	0	0	0	1	0	2	2
	ie_		0	0	0	1	0	1	0	0	0
	ei_		0	0	0	1	1	1	0	0	0
	ee_		0	0	0	1	1	2	0	0	0
	e__		0	0	0	2	1	1	0	0	0
	_ie		0	0	1	1	0	1	0	0	0
	_ee		0	0	1	1	0	2	0	0	0
	_e_		0	0	1	2	0	1	0	0	0
	e_I		0	1	0	1	1	1	0	1	1
	_eI		0	1	1	1	0	1	0	1	1
	Ie_		1	1	0	1	0	1	0	1	1
iio	iio	1	0	0	0	0	0	0	0	0	0
	iiO		0	1	0	0	0	0	1	0	0
	iIo		0	1	0	0	0	0	0	1	1
	iIO		0	2	0	0	0	0	1	1	1
	Iio		1	1	0	0	0	0	0	1	1
	IiO		1	2	0	0	0	0	1	1	1
	IIo		1	2	0	0	0	0	0	2	2
	IIO		1	3	0	0	0	0	1	2	2
	ii_		0	0	0	1	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0
	_io		0	0	1	1	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	i_O		0	1	0	1	0	0	1	0	0
	_iO		0	1	1	1	0	0	1	0	0
	__O		0	1	1	2	0	0	1	0	0
	iI_		0	1	0	1	0	0	0	1	1
	_Io		0	1	1	1	0	0	0	1	1
	_I_		0	1	1	2	0	0	0	1	1
	_IO		0	2	1	1	0	0	1	1	1
	Ii_		1	1	0	1	0	0	0	1	1
	I__		1	1	0	2	0	0	0	1	1
	I_O		1	2	0	1	0	0	1	1	1
	II_		1	2	0	1	0	0	0	2	2
	iii		0	1	0	0	0	1	0	0	0
	ieo		0	0	0	0	0	1	0	0	0
	iei		0	1	0	0	0	2	0	0	0
	eio		0	0	0	0	1	1	0	0	0
	eii		0	1	0	0	1	2	0	0	0
	eeo		0	0	0	0	1	2	0	0	0
	eei		0	1	0	0	1	3	0	0	0
	ieO		0	1	0	0	0	1	1	0	0
	eiO		0	1	0	0	1	1	1	0	0
	eeO		0	1	0	0	1	2	1	0	0
	iIi		0	2	0	0	0	1	0	1	1
	eIo		0	1	0	0	1	1	0	1	1
	eIi		0	2	0	0	1	2	0	1	1
	eIO		0	2	0	0	1	1	1	1	1
	Iii		1	2	0	0	0	1	0	1	1
	Ieo		1	1	0	0	0	1	0	1	1
	Iei		1	2	0	0	0	2	0	1	1
	IeO		1	2	0	0	0	1	1	1	1
	IIi		1	3	0	0	0	1	0	2	2
	ie_		0	0	0	1	0	1	0	0	0
	ei_		0	0	0	1	1	1	0	0	0
	ee_		0	0	0	1	1	2	0	0	0
	i_i		0	1	0	1	0	1	0	0	0
	e_i		0	1	0	1	1	2	0	0	0
	e__		0	0	0	2	1	1	0	0	0
	_ii		0	1	1	1	0	1	0	0	0
	_eo		0	0	1	1	0	1	0	0	0
	_ei		0	1	1	1	0	2	0	0	0
	_e_		0	0	1	2	0	1	0	0	0
	__i		0	1	1	2	0	1	0	0	0
	e_O		0	1	0	1	1	1	1	0	0
	_eO		0	1	1	1	0	1	1	0	0
	eI_		0	1	0	1	1	1	0	1	1
	_Ii		0	2	1	1	0	1	0	1	1
	Ie_		1	1	0	1	0	1	0	1	1
	I_i		1	2	0	1	0	1	0	1	1
iia	iia	1	0	0	0	0	0	0	0	0	0
	iiA		0	1	0	0	0	0	1	0	0
	iIa		0	1	0	0	0	0	0	1	1
	iIA		0	2	0	0	0	0	1	1	1
	Iia		1	1	0	0	0	0	0	1	1
	IiA		1	2	0	0	0	0	1	1	1
	IIa		1	2	0	0	0	0	0	2	2
	IIA		1	3	0	0	0	0	1	2	2
	ii_		0	0	0	1	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0
	_ia		0	0	1	1	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	i_A		0	1	0	1	0	0	1	0	0
	_iA		0	1	1	1	0	0	1	0	0
	__A		0	1	1	2	0	0	1	0	0
	iI_		0	1	0	1	0	0	0	1	1
	_Ia		0	1	1	1	0	0	0	1	1
	_I_		0	1	1	2	0	0	0	1	1
	_IA		0	2	1	1	0	0	1	1	1
	Ii_		1	1	0	1	0	0	0	1	1
	I__		1	1	0	2	0	0	0	1	1
	I_A		1	2	0	1	0	0	1	1	1
	II_		1	2	0	1	0	0	0	2	2
	iii		0	1	0	0	0	1	0	0	0
	iea		0	0	0	0	0	1	0	0	0
	iei		0	1	0	0	0	2	0	0	0
	eia		0	0	0	0	1	1	0	0	0
	eii		0	1	0	0	1	2	0	0	0
	eea		0	0	0	0	1	2	0	0	0
	eei		0	1	0	0	1	3	0	0	0
	ieA		0	1	0	0	0	1	1	0	0
	eiA		0	1	0	0	1	1	1	0	0
	eeA		0	1	0	0	1	2	1	0	0
	iIi		0	2	0	0	0	1	0	1	1
	eIa		0	1	0	0	1	1	0	1	1
	eIi		0	2	0	0	1	2	0	1	1
	eIA		0	2	0	0	1	1	1	1	1
	Iii		1	2	0	0	0	1	0	1	1
	Iea		1	1	0	0	0	1	0	1	1
	Iei		1	2	0	0	0	2	0	1	1
	IeA		1	2	0	0	0	1	1	1	1
	IIi		1	3	0	0	0	1	0	2	2
	ie_		0	0	0	1	0	1	0	0	0
	ei_		0	0	0	1	1	1	0	0	0
	ee_		0	0	0	1	1	2	0	0	0
	i_i		0	1	0	1	0	1	0	0	0
	e_i		0	1	0	1	1	2	0	0	0
	e__		0	0	0	2	1	1	0	0	0
	_ii		0	1	1	1	0	1	0	0	0
	_ea		0	0	1	1	0	1	0	0	0
	_ei		0	1	1	1	0	2	0	0	0
	_e_		0	0	1	2	0	1	0	0	0
	__i		0	1	1	2	0	1	0	0	0
	e_A		0	1	0	1	1	1	1	0	0
	_eA		0	1	1	1	0	1	1	0	0
	eI_		0	1	0	1	1	1	0	1	1
	_Ii		0	2	1	1	0	1	0	1	1
	Ie_		1	1	0	1	0	1	0	1	1
	I_i		1	2	0	1	0	1	0	1	1
iiu	iiu	1	0	0	0	0	0	0	0	0	0
	iiy		0	1	0	0	0	0	1	0	0
	iIu		0	1	0	0	0	0	0	1	1
	iIy		0	2	0	0	0	0	1	1	1
	Iiu		1	1	0	0	0	0	0	1	1
	Iiy		1	2	0	0	0	0	1	1	1
	IIu		1	2	0	0	0	0	0	2	2
	IIy		1	3	0	0	0	0	1	2	2
	ii_		0	0	0	1	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0
	_iu		0	0	1	1	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	i_y		0	1	0	1	0	0	1	0	0
	_iy		0	1	1	1	0	0	1	0	0
	__y		0	1	1	2	0	0	1	0	0
	iI_		0	1	0	1	0	0	0	1	1
	_Iu		0	1	1	1	0	0	0	1	1
	_I_		0	1	1	2	0	0	0	1	1
	_Iy		0	2	1	1	0	0	1	1	1
	Ii_		1	1	0	1	0	0	0	1	1
	I__		1	1	0	2	0	0	0	1	1
	I_y		1	2	0	1	0	0	1	1	1
	II_		1	2	0	1	0	0	0	2	2
	iii		0	1	0	0	0	1	0	0	0
	ieu		0	0	0	0	0	1	0	0	0
	iei		0	1	0	0	0	2	0	0	0
	eiu		0	0	0	0	1	1	0	0	0
	eii		0	1	0	0	1	2	0	0	0
	eeu		0	0	0	0	1	2	0	0	0
	eei		0	1	0	0	1	3	0	0	0
	iey		0	1	0	0	0	1	1	0	0
	eiy		0	1	0	0	1	1	1	0	0
	eey		0	1	0	0	1	2	1	0	0
	iIi		0	2	0	0	0	1	0	1	1
	eIu		0	1	0	0	1	1	0	1	1
	eIi		0	2	0	0	1	2	0	1	1
	eIy		0	2	0	0	1	1	1	1	1
	Iii		1	2	0	0	0	1	0	1	1
	Ieu		1	1	0	0	0	1	0	1	1
	Iei		1	2	0	0	0	2	0	1	1
	Iey		1	2	0	0	0	1	1	1	1
	IIi		1	3	0	0	0	1	0	2	2
	ie_		0	0	0	1	0	1	0	0	0
	ei_		0	0	0	1	1	1	0	0	0
	ee_		0	0	0	1	1	2	0	0	0
	i_i		0	1	0	1	0	1	0	0	0
	e_i		0	1	0	1	1	2	0	0	0
	e__		0	0	0	2	1	1	0	0	0
	_ii		0	1	1	1	0	1	0	0	0
	_eu		0	0	1	1	0	1	0	0	0
	_ei		0	1	1	1	0	2	0	0	0
	_e_		0	0	1	2	0	1	0	0	0
	__i		0	1	1	2	0	1	0	0	0
	e_y		0	1	0	1	1	1	1	0	0
	_ey		0	1	1	1	0	1	1	0	0
	eI_		0	1	0	1	1	1	0	1	1
	_Ii		0	2	1	1	0	1	0	1	1
	Ie_		1	1	0	1	0	1	0	1	1
	I_i		1	2	0	1	0	1	0	1	1
ioe	ioe	1	0	0	0	0	0	0	0	0	0
	ioE		0	1	0	0	0	0	0	0	1
	iOe		0	1	0	0	0	0	1	0	0
	iOE		0	2	0	0	0	0	1	0	1
	Ioe		1	1	0	0	0	0	0	1	1
	IoE		1	2	0	0	0	0	0	1	2
	IOe		1	2	0	0	0	0	1	1	1
	IOE		1	3	0	0	0	0	1	1	2
	io_		0	0	0	1	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0
	_oe		0	0	1	1	0	0	0	0	0
	_o_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	i_E		0	1	0	1	0	0	0	0	1
	_oE		0	1	1	1	0	0	0	0	1
	__E		0	1	1	2	0	0	0	0	1
	iO_		0	1	0	1	0	0	1	0	0
	_Oe		0	1	1	1	0	0	1	0	0
	_O_		0	1	1	2	0	0	1	0	0
	_OE		0	2	1	1	0	0	1	0	1
	Io_		1	1	0	1	0	0	0	1	1
	I__		1	1	0	2	0	0	0	1	1
	I_E		1	2	0	1	0	0	0	1	2
	IO_		1	2	0	1	0	0	1	1	1
	ioi		0	0	0	0	0	1	0	0	0
	iie		0	1	0	0	0	1	0	0	0
	iii		0	1	0	0	0	2	0	0	0
	eoe		0	0	0	0	1	1	0	0	0
	eoi		0	0	0	0	1	2	0	0	0
	eie		0	1	0	0	1	2	0	0	0
	eii		0	1	0	0	1	3	0	0	0
	iiE		0	2	0	0	0	1	0	0	1
	eoE		0	1	0	0	1	1	0	0	1
	eiE		0	2	0	0	1	2	0	0	1
	iOi		0	1	0	0	0	1	1	0	0
	eOe		0	1	0	0	1	1	1	0	0
	eOi		0	1	0	0	1	2	1	0	0
	eOE		0	2	0	0	1	1	1	0	1
	Ioi		1	1	0	0	0	1	0	1	1
	Iie		1	2	0	0	0	1	0	1	1
	Iii		1	2	0	0	0	2	0	1	1
	IiE		1	3	0	0	0	1	0	1	2
	IOi		1	2	0	0	0	1	1	1	1
	ii_		0	1	0	1	0	1	0	0	0
	eo_		0	0	0	1	1	1	0	0	0
	ei_		0	1	0	1	1	2	0	0	0
	i_i		0	0	0	1	0	1	0	0	0
	e_i		0	0	0	1	1	2	0	0	0
	e__		0	0	0	2	1	1	0	0	0
	_oi		0	0	1	1	0	1	0	0	0
	_ie		0	1	1	1	0	1	0	0	0
	_ii		0	1	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	__i		0	0	1	2	0	1	0	0	0
	e_E		0	1	0	1	1	1	0	0	1
	_iE		0	2	1	1	0	1	0	0	1
	eO_		0	1	0	1	1	1	1	0	0
	_Oi		0	1	1	1	0	1	1	0	0
	Ii_		1	2	0	1	0	1	0	1	1
	I_i		1	1	0	1	0	1	0	1	1
ioi	ioi	1	0	0	0	0	0	0	0	0	0
	ioI		0	1	0	0	0	0	0	1	1
	iOi		0	1	0	0	0	0	1	0	0
	iOI		0	2	0	0	0	0	1	1	1
	Ioi		1	1	0	0	0	0	0	1	1
	IoI		1	2	0	0	0	0	0	2	2
	IOi		1	2	0	0	0	0	1	1	1
	IOI		1	3	0	0	0	0	1	2	2
	io_		0	0	0	1	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0
	_oi		0	0	1	1	0	0	0	0	0
	_o_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	i_I		0	1	0	1	0	0	0	1	1
	_oI		0	1	1	1	0	0	0	1	1
	__I		0	1	1	2	0	0	0	1	1
	iO_		0	1	0	1	0	0	1	0	0
	_Oi		0	1	1	1	0	0	1	0	0
	_O_		0	1	1	2	0	0	1	0	0
	_OI		0	2	1	1	0	0	1	1	1
	Io_		1	1	0	1	0	0	0	1	1
	I__		1	1	0	2	0	0	0	1	1
	I_I		1	2	0	1	0	0	0	2	2
	IO_		1	2	0	1	0	0	1	1	1
	ioe		0	0	0	0	0	1	0	0	0
	iii		0	1	0	0	0	1	0	0	0
	iie		0	1	0	0	0	2	0	0	0
	eoi		0	0	0	0	1	1	0	0	0
	eoe		0	0	0	0	1	2	0	0	0
	eii		0	1	0	0	1	2	0	0	0
	eie		0	1	0	0	1	3	0	0	0
	iiI		0	2	0	0	0	1	0	1	1
	eoI		0	1	0	0	1	1	0	1	1
	eiI		0	2	0	0	1	2	0	1	1
	iOe		0	1	0	0	0	1	1	0	0
	eOi		0	1	0	0	1	1	1	0	0
	eOe		0	1	0	0	1	2	1	0	0
	eOI		0	2	0	0	1	1	1	1	1
	Ioe		1	1	0	0	0	1	0	1	1
	Iii		1	2	0	0	0	1	0	1	1
	Iie		1	2	0	0	0	2	0	1	1
	IiI		1	3	0	0	0	1	0	2	2
	IOe		1	2	0	0	0	1	1	1	1
	ii_		0	1	0	1	0	1	0	0	0
	eo_		0	0	0	1	1	1	0	0	0
	ei_		0	1	0	1	1	2	0	0	0
	i_e		0	0	0	1	0	1	0	0	0
	e_e		0	0	0	1	1	2	0	0	0
	e__		0	0	0	2	1	1	0	0	0
	_oe		0	0	1	1	0	1	0	0	0
	_ii		0	1	1	1	0	1	0	0	0
	_ie		0	1	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	__e		0	0	1	2	0	1	0	0	0
	e_I		0	1	0	1	1	1	0	1	1
	_iI		0	2	1	1	0	1	0	1	1
	eO_		0	1	0	1	1	1	1	0	0
	_Oe		0	1	1	1	0	1	1	0	0
	Ii_		1	2	0	1	0	1	0	1	1
	I_e		1	1	0	1	0	1	0	1	1
ioo	ioo	1	0	0	0	0	0	0	0	0	0
	ioO		0	1	0	0	0	0	1	0	0
	iOO		0	2	0	0	0	0	2	0	0
	Ioo		1	1	0	0	0	0	0	1	1
	IoO		1	2	0	0	0	0	1	1	1
	IOO		1	3	0	0	0	0	2	1	1
	io_		0	0	0	1	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0
	_oo		0	0	1	1	0	0	0	0	0
	_o_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	i_O		0	1	0	1	0	0	1	0	0
	_oO		0	1	1	1	0	0	1	0	0
	__O		0	1	1	2	0	0	1	0	0
	_OO		0	2	1	1	0	0	2	0	0
	Io_		1	1	0	1	0	0	0	1	1
	I__		1	1	0	2	0	0	0	1	1
	I_O		1	2	0	1	0	0	1	1	1
	ioi		0	1	0	0	0	1	0	0	0
	iii		0	2	0	0	0	2	0	0	0
	eoo		0	0	0	0	1	1	0	0	0
	eoi		0	1	0	0	1	2	0	0	0
	eii		0	2	0	0	1	3	0	0	0
	iiO		0	2	0	0	0	1	1	0	0
	eoO		0	1	0	0	1	1	1	0	0
	eiO		0	2	0	0	1	2	1	0	0
	eOO		0	2	0	0	1	1	2	0	0
	Ioi		1	2	0	0	0	1	0	1	1
	Iii		1	3	0	0	0	2	0	1	1
	IiO		1	3	0	0	0	1	1	1	1
	ii_		0	1	0	1	0	1	0	0	0
	eo_		0	0	0	1	1	1	0	0	0
	ei_		0	1	0	1	1	2	0	0	0
	e__		0	0	0	2	1	1	0	0	0
	_oi		0	1	1	1	0	1	0	0	0
	_ii		0	2	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	e_O		0	1	0	1	1	1	1	0	0
	_iO		0	2	1	1	0	1	1	0	0
	Ii_		1	2	0	1	0	1	0	1	1
ioa	ioa	1	0	0	0	0	0	0	0	0	0
	ioA		0	1	0	0	0	0	1	0	0
	iOA		0	2	0	0	0	0	2	0	0
	Ioa		1	1	0	0	0	0	0	1	1
	IoA		1	2	0	0	0	0	1	1	1
	IOA		1	3	0	0	0	0	2	1	1
	io_		0	0	0	1	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0
	_oa		0	0	1	1	0	0	0	0	0
	_o_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	i_A		0	1	0	1	0	0	1	0	0
	_oA		0	1	1	1	0	0	1	0	0
	__A		0	1	1	2	0	0	1	0	0
	_OA		0	2	1	1	0	0	2	0	0
	Io_		1	1	0	1	0	0	0	1	1
	I__		1	1	0	2	0	0	0	1	1
	I_A		1	2	0	1	0	0	1	1	1
	ioi		0	1	0	0	0	1	0	0	0
	iii		0	2	0	0	0	2	0	0	0
	eoa		0	0	0	0	1	1	0	0	0
	eoi		0	1	0	0	1	2	0	0	0
	eii		0	2	0	0	1	3	0	0	0
	iiA		0	2	0	0	0	1	1	0	0
	eoA		0	1	0	0	1	1	1	0	0
	eiA		0	2	0	0	1	2	1	0	0
	eOA		0	2	0	0	1	1	2	0	0
	Ioi		1	2	0	0	0	1	0	1	1
	Iii		1	3	0	0	0	2	0	1	1
	IiA		1	3	0	0	0	1	1	1	1
	ii_		0	1	0	1	0	1	0	0	0
	eo_		0	0	0	1	1	1	0	0	0
	ei_		0	1	0	1	1	2	0	0	0
	e__		0	0	0	2	1	1	0	0	0
	_oi		0	1	1	1	0	1	0	0	0
	_ii		0	2	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	e_A		0	1	0	1	1	1	1	0	0
	_iA		0	2	1	1	0	1	1	0	0
	Ii_		1	2	0	1	0	1	0	1	1
iou	iou	1	0	0	0	0	0	0	0	0	0
	ioy		0	1	0	0	0	0	1	0	0
	iOy		0	2	0	0	0	0	2	0	0
	Iou		1	1	0	0	0	0	0	1	1
	Ioy		1	2	0	0	0	0	1	1	1
	IOy		1	3	0	0	0	0	2	1	1
	io_		0	0	0	1	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0
	_ou		0	0	1	1	0	0	0	0	0
	_o_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	i_y		0	1	0	1	0	0	1	0	0
	_oy		0	1	1	1	0	0	1	0	0
	__y		0	1	1	2	0	0	1	0	0
	_Oy		0	2	1	1	0	0	2	0	0
	Io_		1	1	0	1	0	0	0	1	1
	I__		1	1	0	2	0	0	0	1	1
	I_y		1	2	0	1	0	0	1	1	1
	ioi		0	1	0	0	0	1	0	0	0
	iii		0	2	0	0	0	2	0	0	0
	eou		0	0	0	0	1	1	0	0	0
	eoi		0	1	0	0	1	2	0	0	0
	eii		0	2	0	0	1	3	0	0	0
	iiy		0	2	0	0	0	1	1	0	0
	eoy		0	1	0	0	1	1	1	0	0
	eiy		0	2	0	0	1	2	1	0	0
	eOy		0	2	0	0	1	1	2	0	0
	Ioi		1	2	0	0	0	1	0	1	1
	Iii		1	3	0	0	0	2	0	1	1
	Iiy		1	3	0	0	0	1	1	1	1
	ii_		0	1	0	1	0	1	0	0	0
	eo_		0	0	0	1	1	1	0	0	0
	ei_		0	1	0	1	1	2	0	0	0
	e__		0	0	0	2	1	1	0	0	0
	_oi		0	1	1	1	0	1	0	0	0
	_ii		0	2	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	e_y		0	1	0	1	1	1	1	0	0
	_iy		0	2	1	1	0	1	1	0	0
	Ii_		1	2	0	1	0	1	0	1	1
iae	iae	1	0	0	0	0	0	0	0	0	0
	iaE		0	1	0	0	0	0	0	0	1
	iAe		0	1	0	0	0	0	1	0	0
	iAE		0	2	0	0	0	0	1	0	1
	Iae		1	1	0	0	0	0	0	1	1
	IaE		1	2	0	0	0	0	0	1	2
	IAe		1	2	0	0	0	0	1	1	1
	IAE		1	3	0	0	0	0	1	1	2
	ia_		0	0	0	1	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0
	_ae		0	0	1	1	0	0	0	0	0
	_a_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	i_E		0	1	0	1	0	0	0	0	1
	_aE		0	1	1	1	0	0	0	0	1
	__E		0	1	1	2	0	0	0	0	1
	iA_		0	1	0	1	0	0	1	0	0
	_Ae		0	1	1	1	0	0	1	0	0
	_A_		0	1	1	2	0	0	1	0	0
	_AE		0	2	1	1	0	0	1	0	1
	Ia_		1	1	0	1	0	0	0	1	1
	I__		1	1	0	2	0	0	0	1	1
	I_E		1	2	0	1	0	0	0	1	2
	IA_		1	2	0	1	0	0	1	1	1
	iai		0	0	0	0	0	1	0	0	0
	iie		0	1	0	0	0	1	0	0	0
	iii		0	1	0	0	0	2	0	0	0
	eae		0	0	0	0	1	1	0	0	0
	eai		0	0	0	0	1	2	0	0	0
	eie		0	1	0	0	1	2	0	0	0
	eii		0	1	0	0	1	3	0	0	0
	iiE		0	2	0	0	0	1	0	0	1
	eaE		0	1	0	0	1	1	0	0	1
	eiE		0	2	0	0	1	2	0	0	1
	iAi		0	1	0	0	0	1	1	0	0
	eAe		0	1	0	0	1	1	1	0	0
	eAi		0	1	0	0	1	2	1	0	0
	eAE		0	2	0	0	1	1	1	0	1
	Iai		1	1	0	0	0	1	0	1	1
	Iie		1	2	0	0	0	1	0	1	1
	Iii		1	2	0	0	0	2	0	1	1
	IiE		1	3	0	0	0	1	0	1	2
	IAi		1	2	0	0	0	1	1	1	1
	ii_		0	1	0	1	0	1	0	0	0
	ea_		0	0	0	1	1	1	0	0	0
	ei_		0	1	0	1	1	2	0	0	0
	i_i		0	0	0	1	0	1	0	0	0
	e_i		0	0	0	1	1	2	0	0	0
	e__		0	0	0	2	1	1	0	0	0
	_ai		0	0	1	1	0	1	0	0	0
	_ie		0	1	1	1	0	1	0	0	0
	_ii		0	1	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	__i		0	0	1	2	0	1	0	0	0
	e_E		0	1	0	1	1	1	0	0	1
	_iE		0	2	1	1	0	1	0	0	1
	eA_		0	1	0	1	1	1	1	0	0
	_Ai		0	1	1	1	0	1	1	0	0
	Ii_		1	2	0	1	0	1	0	1	1
	I_i		1	1	0	1	0	1	0	1	1
iai	iai	1	0	0	0	0	0	0	0	0	0
	iaI		0	1	0	0	0	0	0	1	1
	iAi		0	1	0	0	0	0	1	0	0
	iAI		0	2	0	0	0	0	1	1	1
	Iai		1	1	0	0	0	0	0	1	1
	IaI		1	2	0	0	0	0	0	2	2
	IAi		1	2	0	0	0	0	1	1	1
	IAI		1	3	0	0	0	0	1	2	2
	ia_		0	0	0	1	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0
	_ai		0	0	1	1	0	0	0	0	0
	_a_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	i_I		0	1	0	1	0	0	0	1	1
	_aI		0	1	1	1	0	0	0	1	1
	__I		0	1	1	2	0	0	0	1	1
	iA_		0	1	0	1	0	0	1	0	0
	_Ai		0	1	1	1	0	0	1	0	0
	_A_		0	1	1	2	0	0	1	0	0
	_AI		0	2	1	1	0	0	1	1	1
	Ia_		1	1	0	1	0	0	0	1	1
	I__		1	1	0	2	0	0	0	1	1
	I_I		1	2	0	1	0	0	0	2	2
	IA_		1	2	0	1	0	0	1	1	1
	iae		0	0	0	0	0	1	0	0	0
	iii		0	1	0	0	0	1	0	0	0
	iie		0	1	0	0	0	2	0	0	0
	eai		0	0	0	0	1	1	0	0	0
	eae		0	0	0	0	1	2	0	0	0
	eii		0	1	0	0	1	2	0	0	0
	eie		0	1	0	0	1	3	0	0	0
	iiI		0	2	0	0	0	1	0	1	1
	eaI		0	1	0	0	1	1	0	1	1
	eiI		0	2	0	0	1	2	0	1	1
	iAe		0	1	0	0	0	1	1	0	0
	eAi		0	1	0	0	1	1	1	0	0
	eAe		0	1	0	0	1	2	1	0	0
	eAI		0	2	0	0	1	1	1	1	1
	Iae		1	1	0	0	0	1	0	1	1
	Iii		1	2	0	0	0	1	0	1	1
	Iie		1	2	0	0	0	2	0	1	1
	IiI		1	3	0	0	0	1	0	2	2
	IAe		1	2	0	0	0	1	1	1	1
	ii_		0	1	0	1	0	1	0	0	0
	ea_		0	0	0	1	1	1	0	0	0
	ei_		0	1	0	1	1	2	0	0	0
	i_e		0	0	0	1	0	1	0	0	0
	e_e		0	0	0	1	1	2	0	0	0
	e__		0	0	0	2	1	1	0	0	0
	_ae		0	0	1	1	0	1	0	0	0
	_ii		0	1	1	1	0	1	0	0	0
	_ie		0	1	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	__e		0	0	1	2	0	1	0	0	0
	e_I		0	1	0	1	1	1	0	1	1
	_iI		0	2	1	1	0	1	0	1	1
	eA_		0	1	0	1	1	1	1	0	0
	_Ae		0	1	1	1	0	1	1	0	0
	Ii_		1	2	0	1	0	1	0	1	1
	I_e		1	1	0	1	0	1	0	1	1
iao	iao	1	0	0	0	0	0	0	0	0	0
	iaO		0	1	0	0	0	0	1	0	0
	iAO		0	2	0	0	0	0	2	0	0
	Iao		1	1	0	0	0	0	0	1	1
	IaO		1	2	0	0	0	0	1	1	1
	IAO		1	3	0	0	0	0	2	1	1
	ia_		0	0	0	1	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0
	_ao		0	0	1	1	0	0	0	0	0
	_a_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	i_O		0	1	0	1	0	0	1	0	0
	_aO		0	1	1	1	0	0	1	0	0
	__O		0	1	1	2	0	0	1	0	0
	_AO		0	2	1	1	0	0	2	0	0
	Ia_		1	1	0	1	0	0	0	1	1
	I__		1	1	0	2	0	0	0	1	1
	I_O		1	2	0	1	0	0	1	1	1
	iai		0	1	0	0	0	1	0	0	0
	iii		0	2	0	0	0	2	0	0	0
	eao		0	0	0	0	1	1	0	0	0
	eai		0	1	0	0	1	2	0	0	0
	eii		0	2	0	0	1	3	0	0	0
	iiO		0	2	0	0	0	1	1	0	0
	eaO		0	1	0	0	1	1	1	0	0
	eiO		0	2	0	0	1	2	1	0	0
	eAO		0	2	0	0	1	1	2	0	0
	Iai		1	2	0	0	0	1	0	1	1
	Iii		1	3	0	0	0	2	0	1	1
	IiO		1	3	0	0	0	1	1	1	1
	ii_		0	1	0	1	0	1	0	0	0
	ea_		0	0	0	1	1	1	0	0	0
	ei_		0	1	0	1	1	2	0	0	0
	e__		0	0	0	2	1	1	0	0	0
	_ai		0	1	1	1	0	1	0	0	0
	_ii		0	2	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	e_O		0	1	0	1	1	1	1	0	0
	_iO		0	2	1	1	0	1	1	0	0
	Ii_		1	2	0	1	0	1	0	1	1
iaa	iaa	1	0	0	0	0	0	0	0	0	0
	iaA		0	1	0	0	0	0	1	0	0
	iAA		0	2	0	0	0	0	2	0	0
