			Id(Bk)Syl1	Id(Bk)	MaxIOSyl1	MaxIO	NonEmpty	Id(HiLoRd)Syl1	Id(HiLoRd)	*B2	*F3_B5	*F3..._B5	*_B5F3	*_B5...F3
	iie		0	0	0	0	0	1	3	0	0	0	0	0
	eei		0	0	0	0	0	2	2	0	0	0	0	0
	eee		0	0	0	0	0	2	3	0	0	0	0	0
	eie		0	0	0	0	0	2	4	0	0	0	0	0
	yiI		0	1	0	0	0	0	1	1	0	1	0	0
	ieI		0	1	0	0	0	1	1	1	0	0	0	0
	iiI		0	1	0	0	0	1	2	1	0	0	0	0
	eeI		0	1	0	0	0	2	2	1	0	0	0	0
	eiI		0	1	0	0	0	2	3	1	0	0	0	0
	yEe		0	1	0	0	0	0	1	1	1	1	0	0
	iEI		0	2	0	0	0	1	1	2	0	0	0	0
	eEI		0	2	0	0	0	2	2	2	0	0	0	0
	uee		1	1	0	0	0	0	1	0	0	0	0	0
	uie		1	1	0	0	0	0	2	0	0	0	0	0
	uiI		1	2	0	0	0	0	1	1	0	0	0	0
	yi_		0	0	0	1	0	0	1	0	0	0	0	0
	ie_		0	0	0	1	0	1	1	0	0	0	0	0
	ii_		0	0	0	1	0	1	2	0	0	0	0	0
	ee_		0	0	0	1	0	2	2	0	0	0	0	0
	ei_		0	0	0	1	0	2	3	0	0	0	0	0
	i__		0	0	0	2	0	1	1	0	0	0	0	0
	e__		0	0	0	2	0	2	2	0	0	0	0	0
	_ee		0	0	1	1	0	0	1	0	0	0	0	0
	_ie		0	0	1	1	0	0	2	0	0	0	0	0
	_i_		0	0	1	2	0	0	1	0	0	0	0	0
	i_I		0	1	0	1	0	1	1	1	0	0	0	0
	e_I		0	1	0	1	0	2	2	1	0	0	0	0
	_iI		0	1	1	1	0	0	1	1	0	0	0	0
	ui_		1	1	0	1	0	0	1	0	0	0	0	0
yiO	yiO	1	0	0	0	0	0	0	0	0	0	0	0	0
	yio		0	1	0	0	0	0	0	0	0	1	0	0
	yIO		0	1	0	0	0	0	0	1	1	1	1	1
	yIo		0	2	0	0	0	0	0	1	1	2	0	0
	uiO		1	1	0	0	0	0	0	0	0	0	0	1
	uio		1	2	0	0	0	0	0	0	0	0	0	0
	uIO		1	2	0	0	0	0	0	1	0	0	1	2
	uIo		1	3	0	0	0	0	0	1	0	0	0	0
	yi_		0	0	0	1	0	0	0	0	0	0	0	0
	y__		0	0	0	2	0	0	0	0	0	0	0	0
	_iO		0	0	1	1	0	0	0	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0	0	0
	y_o		0	1	0	1	0	0	0	0	1	1	0	0
	_io		0	1	1	1	0	0	0	0	0	0	0	0
	__o		0	1	1	2	0	0	0	0	0	0	0	0
	yI_		0	1	0	1	0	0	0	1	1	1	0	0
	_IO		0	1	1	1	0	0	0	1	0	0	1	1
	_I_		0	1	1	2	0	0	0	1	0	0	0	0
	_Io		0	2	1	1	0	0	0	1	0	0	0	0
	ui_		1	1	0	1	0	0	0	0	0	0	0	0
	u_O		1	1	0	1	0	0	0	0	0	0	1	1
	u__		1	1	0	2	0	0	0	0	0	0	0	0
	u_o		1	2	0	1	0	0	0	0	0	0	0	0
	uI_		1	2	0	1	0	0	0	1	0	0	0	0
	yii		0	0	0	0	0	0	2	0	0	0	0	0
	yie		0	0	0	0	0	0	1	0	0	0	0	0
	yei		0	0	0	0	0	0	3	0	0	0	0	0
	iiO		0	0	0	0	0	1	1	0	0	0	0	0
	iii		0	0	0	0	0	1	3	0	0	0	0	0
	iie		0	0	0	0	0	1	2	0	0	0	0	0
	iei		0	0	0	0	0	1	4	0	0	0	0	0
	eiO		0	0	0	0	0	2	2	0	0	0	0	0
	eii		0	0	0	0	0	2	4	0	0	0	0	0
	eie		0	0	0	0	0	2	3	0	0	0	0	0
	eei		0	0	0	0	0	2	5	0	0	0	0	0
	yeo		0	1	0	0	0	0	1	0	0	1	0	0
	iio		0	1	0	0	0	1	1	0	0	0	0	0
	ieo		0	1	0	0	0	1	2	0	0	0	0	0
	eio		0	1	0	0	0	2	2	0	0	0	0	0
	eeo		0	1	0	0	0	2	3	0	0	0	0	0
	yIi		0	1	0	0	0	0	2	1	1	1	0	0
	yIe		0	1	0	0	0	0	1	1	1	1	0	0
	iIO		0	1	0	0	0	1	1	1	0	0	1	1
	iIi		0	1	0	0	0	1	3	1	0	0	0	0
	iIe		0	1	0	0	0	1	2	1	0	0	0	0
	eIO		0	1	0	0	0	2	2	1	0	0	1	1
	eIi		0	1	0	0	0	2	4	1	0	0	0	0
	eIe		0	1	0	0	0	2	3	1	0	0	0	0
	iIo		0	2	0	0	0	1	1	1	0	0	0	0
	eIo		0	2	0	0	0	2	2	1	0	0	0	0
	uii		1	1	0	0	0	0	2	0	0	0	0	0
	uie		1	1	0	0	0	0	1	0	0	0	0	0
	ueO		1	1	0	0	0	0	1	0	0	0	0	1
	uei		1	1	0	0	0	0	3	0	0	0	0	0
	ueo		1	2	0	0	0	0	1	0	0	0	0	0
	uIi		1	2	0	0	0	0	2	1	0	0	0	0
	uIe		1	2	0	0	0	0	1	1	0	0	0	0
	ye_		0	0	0	1	0	0	1	0	0	0	0	0
	ii_		0	0	0	1	0	1	1	0	0	0	0	0
	ie_		0	0	0	1	0	1	2	0	0	0	0	0
	ei_		0	0	0	1	0	2	2	0	0	0	0	0
	ee_		0	0	0	1	0	2	3	0	0	0	0	0
	y_i		0	0	0	1	0	0	2	0	0	0	0	0
	i_i		0	0	0	1	0	1	3	0	0	0	0	0
	e_i		0	0	0	1	0	2	4	0	0	0	0	0
	i__		0	0	0	2	0	1	1	0	0	0	0	0
	e__		0	0	0	2	0	2	2	0	0	0	0	0
	_ii		0	0	1	1	0	0	2	0	0	0	0	0
	_ie		0	0	1	1	0	0	1	0	0	0	0	0
	_ei		0	0	1	1	0	0	3	0	0	0	0	0
	_e_		0	0	1	2	0	0	1	0	0	0	0	0
	__i		0	0	1	2	0	0	2	0	0	0	0	0
	i_o		0	1	0	1	0	1	1	0	0	0	0	0
	e_o		0	1	0	1	0	2	2	0	0	0	0	0
	_eo		0	1	1	1	0	0	1	0	0	0	0	0
	iI_		0	1	0	1	0	1	1	1	0	0	0	0
	eI_		0	1	0	1	0	2	2	1	0	0	0	0
	_Ii		0	1	1	1	0	0	2	1	0	0	0	0
	_Ie		0	1	1	1	0	0	1	1	0	0	0	0
	ue_		1	1	0	1	0	0	1	0	0	0	0	0
	u_i		1	1	0	1	0	0	2	0	0	0	0	0
yiA	yiA	1	0	0	0	0	0	0	0	0	0	0	0	0
	yia		0	1	0	0	0	0	0	0	0	1	0	0
	yIA		0	1	0	0	0	0	0	1	1	1	1	1
	yIa		0	2	0	0	0	0	0	1	1	2	0	0
	uiA		1	1	0	0	0	0	0	0	0	0	0	1
	uia		1	2	0	0	0	0	0	0	0	0	0	0
	uIA		1	2	0	0	0	0	0	1	0	0	1	2
	uIa		1	3	0	0	0	0	0	1	0	0	0	0
	yi_		0	0	0	1	0	0	0	0	0	0	0	0
	y__		0	0	0	2	0	0	0	0	0	0	0	0
	_iA		0	0	1	1	0	0	0	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0	0	0
	y_a		0	1	0	1	0	0	0	0	1	1	0	0
	_ia		0	1	1	1	0	0	0	0	0	0	0	0
	__a		0	1	1	2	0	0	0	0	0	0	0	0
	yI_		0	1	0	1	0	0	0	1	1	1	0	0
	_IA		0	1	1	1	0	0	0	1	0	0	1	1
	_I_		0	1	1	2	0	0	0	1	0	0	0	0
	_Ia		0	2	1	1	0	0	0	1	0	0	0	0
	ui_		1	1	0	1	0	0	0	0	0	0	0	0
	u_A		1	1	0	1	0	0	0	0	0	0	1	1
	u__		1	1	0	2	0	0	0	0	0	0	0	0
	u_a		1	2	0	1	0	0	0	0	0	0	0	0
	uI_		1	2	0	1	0	0	0	1	0	0	0	0
	yii		0	0	0	0	0	0	2	0	0	0	0	0
	yie		0	0	0	0	0	0	1	0	0	0	0	0
	yei		0	0	0	0	0	0	3	0	0	0	0	0
	iiA		0	0	0	0	0	1	1	0	0	0	0	0
	iii		0	0	0	0	0	1	3	0	0	0	0	0
	iie		0	0	0	0	0	1	2	0	0	0	0	0
	iei		0	0	0	0	0	1	4	0	0	0	0	0
	eiA		0	0	0	0	0	2	2	0	0	0	0	0
	eii		0	0	0	0	0	2	4	0	0	0	0	0
	eie		0	0	0	0	0	2	3	0	0	0	0	0
	eei		0	0	0	0	0	2	5	0	0	0	0	0
	yea		0	1	0	0	0	0	1	0	0	1	0	0
	iia		0	1	0	0	0	1	1	0	0	0	0	0
	iea		0	1	0	0	0	1	2	0	0	0	0	0
	eia		0	1	0	0	0	2	2	0	0	0	0	0
	eea		0	1	0	0	0	2	3	0	0	0	0	0
	yIi		0	1	0	0	0	0	2	1	1	1	0	0
	yIe		0	1	0	0	0	0	1	1	1	1	0	0
	iIA		0	1	0	0	0	1	1	1	0	0	1	1
	iIi		0	1	0	0	0	1	3	1	0	0	0	0
	iIe		0	1	0	0	0	1	2	1	0	0	0	0
	eIA		0	1	0	0	0	2	2	1	0	0	1	1
	eIi		0	1	0	0	0	2	4	1	0	0	0	0
	eIe		0	1	0	0	0	2	3	1	0	0	0	0
	iIa		0	2	0	0	0	1	1	1	0	0	0	0
	eIa		0	2	0	0	0	2	2	1	0	0	0	0
	uii		1	1	0	0	0	0	2	0	0	0	0	0
	uie		1	1	0	0	0	0	1	0	0	0	0	0
	ueA		1	1	0	0	0	0	1	0	0	0	0	1
	uei		1	1	0	0	0	0	3	0	0	0	0	0
	uea		1	2	0	0	0	0	1	0	0	0	0	0
	uIi		1	2	0	0	0	0	2	1	0	0	0	0
	uIe		1	2	0	0	0	0	1	1	0	0	0	0
	ye_		0	0	0	1	0	0	1	0	0	0	0	0
	ii_		0	0	0	1	0	1	1	0	0	0	0	0
	ie_		0	0	0	1	0	1	2	0	0	0	0	0
	ei_		0	0	0	1	0	2	2	0	0	0	0	0
	ee_		0	0	0	1	0	2	3	0	0	0	0	0
	y_i		0	0	0	1	0	0	2	0	0	0	0	0
	i_i		0	0	0	1	0	1	3	0	0	0	0	0
	e_i		0	0	0	1	0	2	4	0	0	0	0	0
	i__		0	0	0	2	0	1	1	0	0	0	0	0
	e__		0	0	0	2	0	2	2	0	0	0	0	0
	_ii		0	0	1	1	0	0	2	0	0	0	0	0
	_ie		0	0	1	1	0	0	1	0	0	0	0	0
	_ei		0	0	1	1	0	0	3	0	0	0	0	0
	_e_		0	0	1	2	0	0	1	0	0	0	0	0
	__i		0	0	1	2	0	0	2	0	0	0	0	0
	i_a		0	1	0	1	0	1	1	0	0	0	0	0
	e_a		0	1	0	1	0	2	2	0	0	0	0	0
	_ea		0	1	1	1	0	0	1	0	0	0	0	0
	iI_		0	1	0	1	0	1	1	1	0	0	0	0
	eI_		0	1	0	1	0	2	2	1	0	0	0	0
	_Ii		0	1	1	1	0	0	2	1	0	0	0	0
	_Ie		0	1	1	1	0	0	1	1	0	0	0	0
	ue_		1	1	0	1	0	0	1	0	0	0	0	0
	u_i		1	1	0	1	0	0	2	0	0	0	0	0
yiy	yiy	1	0	0	0	0	0	0	0	0	0	0	0	0
	yiu		0	1	0	0	0	0	0	0	0	1	0	0
	yIy		0	1	0	0	0	0	0	1	1	1	1	1
	yIu		0	2	0	0	0	0	0	1	1	2	0	0
	uiy		1	1	0	0	0	0	0	0	0	0	0	1
	uiu		1	2	0	0	0	0	0	0	0	0	0	0
	uIy		1	2	0	0	0	0	0	1	0	0	1	2
	uIu		1	3	0	0	0	0	0	1	0	0	0	0
	yi_		0	0	0	1	0	0	0	0	0	0	0	0
	y__		0	0	0	2	0	0	0	0	0	0	0	0
	_iy		0	0	1	1	0	0	0	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0	0	0
	y_u		0	1	0	1	0	0	0	0	1	1	0	0
	_iu		0	1	1	1	0	0	0	0	0	0	0	0
	__u		0	1	1	2	0	0	0	0	0	0	0	0
	yI_		0	1	0	1	0	0	0	1	1	1	0	0
	_Iy		0	1	1	1	0	0	0	1	0	0	1	1
	_I_		0	1	1	2	0	0	0	1	0	0	0	0
	_Iu		0	2	1	1	0	0	0	1	0	0	0	0
	ui_		1	1	0	1	0	0	0	0	0	0	0	0
	u_y		1	1	0	1	0	0	0	0	0	0	1	1
	u__		1	1	0	2	0	0	0	0	0	0	0	0
	u_u		1	2	0	1	0	0	0	0	0	0	0	0
	uI_		1	2	0	1	0	0	0	1	0	0	0	0
	yii		0	0	0	0	0	0	1	0	0	0	0	0
	yie		0	0	0	0	0	0	2	0	0	0	0	0
	yee		0	0	0	0	0	0	3	0	0	0	0	0
	iiy		0	0	0	0	0	1	1	0	0	0	0	0
	iii		0	0	0	0	0	1	2	0	0	0	0	0
	iie		0	0	0	0	0	1	3	0	0	0	0	0
	iee		0	0	0	0	0	1	4	0	0	0	0	0
	eiy		0	0	0	0	0	2	2	0	0	0	0	0
	eii		0	0	0	0	0	2	3	0	0	0	0	0
	eie		0	0	0	0	0	2	4	0	0	0	0	0
	eee		0	0	0	0	0	2	5	0	0	0	0	0
	yeu		0	1	0	0	0	0	1	0	0	1	0	0
	iiu		0	1	0	0	0	1	1	0	0	0	0	0
	ieu		0	1	0	0	0	1	2	0	0	0	0	0
	eiu		0	1	0	0	0	2	2	0	0	0	0	0
	eeu		0	1	0	0	0	2	3	0	0	0	0	0
	yIi		0	1	0	0	0	0	1	1	1	1	0	0
	yIe		0	1	0	0	0	0	2	1	1	1	0	0
	iIy		0	1	0	0	0	1	1	1	0	0	1	1
	iIi		0	1	0	0	0	1	2	1	0	0	0	0
	iIe		0	1	0	0	0	1	3	1	0	0	0	0
	eIy		0	1	0	0	0	2	2	1	0	0	1	1
	eIi		0	1	0	0	0	2	3	1	0	0	0	0
	eIe		0	1	0	0	0	2	4	1	0	0	0	0
	iIu		0	2	0	0	0	1	1	1	0	0	0	0
	eIu		0	2	0	0	0	2	2	1	0	0	0	0
	uii		1	1	0	0	0	0	1	0	0	0	0	0
	uie		1	1	0	0	0	0	2	0	0	0	0	0
	uey		1	1	0	0	0	0	1	0	0	0	0	1
	uee		1	1	0	0	0	0	3	0	0	0	0	0
	ueu		1	2	0	0	0	0	1	0	0	0	0	0
	uIi		1	2	0	0	0	0	1	1	0	0	0	0
	uIe		1	2	0	0	0	0	2	1	0	0	0	0
	ye_		0	0	0	1	0	0	1	0	0	0	0	0
	ii_		0	0	0	1	0	1	1	0	0	0	0	0
	ie_		0	0	0	1	0	1	2	0	0	0	0	0
	ei_		0	0	0	1	0	2	2	0	0	0	0	0
	ee_		0	0	0	1	0	2	3	0	0	0	0	0
	y_e		0	0	0	1	0	0	2	0	0	0	0	0
	i_e		0	0	0	1	0	1	3	0	0	0	0	0
	e_e		0	0	0	1	0	2	4	0	0	0	0	0
	i__		0	0	0	2	0	1	1	0	0	0	0	0
	e__		0	0	0	2	0	2	2	0	0	0	0	0
	_ii		0	0	1	1	0	0	1	0	0	0	0	0
	_ie		0	0	1	1	0	0	2	0	0	0	0	0
	_ee		0	0	1	1	0	0	3	0	0	0	0	0
	_e_		0	0	1	2	0	0	1	0	0	0	0	0
	__e		0	0	1	2	0	0	2	0	0	0	0	0
	i_u		0	1	0	1	0	1	1	0	0	0	0	0
	e_u		0	1	0	1	0	2	2	0	0	0	0	0
	_eu		0	1	1	1	0	0	1	0	0	0	0	0
	iI_		0	1	0	1	0	1	1	1	0	0	0	0
	eI_		0	1	0	1	0	2	2	1	0	0	0	0
	_Ii		0	1	1	1	0	0	1	1	0	0	0	0
	_Ie		0	1	1	1	0	0	2	1	0	0	0	0
	ue_		1	1	0	1	0	0	1	0	0	0	0	0
	u_e		1	1	0	1	0	0	2	0	0	0	0	0
yie	yie	1	0	0	0	0	0	0	0	0	0	0	0	0
	yiE		0	1	0	0	0	0	0	1	0	1	0	0
	yIe		0	1	0	0	0	0	0	1	1	1	0	0
	yIE		0	2	0	0	0	0	0	2	1	2	0	0
	uie		1	1	0	0	0	0	0	0	0	0	0	0
	uiE		1	2	0	0	0	0	0	1	0	0	0	0
	uIE		1	3	0	0	0	0	0	2	0	0	0	0
	yi_		0	0	0	1	0	0	0	0	0	0	0	0
	y__		0	0	0	2	0	0	0	0	0	0	0	0
	_ie		0	0	1	1	0	0	0	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0	0	0
	y_E		0	1	0	1	0	0	0	1	1	1	0	0
	_iE		0	1	1	1	0	0	0	1	0	0	0	0
	__E		0	1	1	2	0	0	0	1	0	0	0	0
	_IE		0	2	1	1	0	0	0	2	0	0	0	0
	ui_		1	1	0	1	0	0	0	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0	0	0	0
	u_E		1	2	0	1	0	0	0	1	0	0	0	0
	yii		0	0	0	0	0	0	1	0	0	0	0	0
	yei		0	0	0	0	0	0	2	0	0	0	0	0
	iie		0	0	0	0	0	1	1	0	0	0	0	0
	iii		0	0	0	0	0	1	2	0	0	0	0	0
	iei		0	0	0	0	0	1	3	0	0	0	0	0
	eie		0	0	0	0	0	2	2	0	0	0	0	0
	eii		0	0	0	0	0	2	3	0	0	0	0	0
	eei		0	0	0	0	0	2	4	0	0	0	0	0
	yeE		0	1	0	0	0	0	1	1	0	1	0	0
	iiE		0	1	0	0	0	1	1	1	0	0	0	0
	ieE		0	1	0	0	0	1	2	1	0	0	0	0
	eiE		0	1	0	0	0	2	2	1	0	0	0	0
	eeE		0	1	0	0	0	2	3	1	0	0	0	0
	yIi		0	1	0	0	0	0	1	1	1	1	0	0
	iIE		0	2	0	0	0	1	1	2	0	0	0	0
	eIE		0	2	0	0	0	2	2	2	0	0	0	0
	uii		1	1	0	0	0	0	1	0	0	0	0	0
	uei		1	1	0	0	0	0	2	0	0	0	0	0
	ueE		1	2	0	0	0	0	1	1	0	0	0	0
	ye_		0	0	0	1	0	0	1	0	0	0	0	0
	ii_		0	0	0	1	0	1	1	0	0	0	0	0
	ie_		0	0	0	1	0	1	2	0	0	0	0	0
	ei_		0	0	0	1	0	2	2	0	0	0	0	0
	ee_		0	0	0	1	0	2	3	0	0	0	0	0
	i__		0	0	0	2	0	1	1	0	0	0	0	0
	e__		0	0	0	2	0	2	2	0	0	0	0	0
	_ii		0	0	1	1	0	0	1	0	0	0	0	0
	_ei		0	0	1	1	0	0	2	0	0	0	0	0
	_e_		0	0	1	2	0	0	1	0	0	0	0	0
	i_E		0	1	0	1	0	1	1	1	0	0	0	0
	e_E		0	1	0	1	0	2	2	1	0	0	0	0
	_eE		0	1	1	1	0	0	1	1	0	0	0	0
	ue_		1	1	0	1	0	0	1	0	0	0	0	0
yii	yii	1	0	0	0	0	0	0	0	0	0	0	0	0
	yiI		0	1	0	0	0	0	0	1	0	1	0	0
	yIi		0	1	0	0	0	0	0	1	1	1	0	0
	yII		0	2	0	0	0	0	0	2	1	2	0	0
	uii		1	1	0	0	0	0	0	0	0	0	0	0
	uiI		1	2	0	0	0	0	0	1	0	0	0	0
	uII		1	3	0	0	0	0	0	2	0	0	0	0
	yi_		0	0	0	1	0	0	0	0	0	0	0	0
	y__		0	0	0	2	0	0	0	0	0	0	0	0
	_ii		0	0	1	1	0	0	0	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0	0	0
	y_I		0	1	0	1	0	0	0	1	1	1	0	0
	_iI		0	1	1	1	0	0	0	1	0	0	0	0
	__I		0	1	1	2	0	0	0	1	0	0	0	0
	_II		0	2	1	1	0	0	0	2	0	0	0	0
	ui_		1	1	0	1	0	0	0	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0	0	0	0
	u_I		1	2	0	1	0	0	0	1	0	0	0	0
	yie		0	0	0	0	0	0	1	0	0	0	0	0
	yee		0	0	0	0	0	0	2	0	0	0	0	0
	iii		0	0	0	0	0	1	1	0	0	0	0	0
	iie		0	0	0	0	0	1	2	0	0	0	0	0
	iee		0	0	0	0	0	1	3	0	0	0	0	0
	eii		0	0	0	0	0	2	2	0	0	0	0	0
	eie		0	0	0	0	0	2	3	0	0	0	0	0
	eee		0	0	0	0	0	2	4	0	0	0	0	0
	yeI		0	1	0	0	0	0	1	1	0	1	0	0
	iiI		0	1	0	0	0	1	1	1	0	0	0	0
	ieI		0	1	0	0	0	1	2	1	0	0	0	0
	eiI		0	1	0	0	0	2	2	1	0	0	0	0
	eeI		0	1	0	0	0	2	3	1	0	0	0	0
	yIe		0	1	0	0	0	0	1	1	1	1	0	0
	iII		0	2	0	0	0	1	1	2	0	0	0	0
	eII		0	2	0	0	0	2	2	2	0	0	0	0
	uie		1	1	0	0	0	0	1	0	0	0	0	0
	uee		1	1	0	0	0	0	2	0	0	0	0	0
	ueI		1	2	0	0	0	0	1	1	0	0	0	0
	ye_		0	0	0	1	0	0	1	0	0	0	0	0
	ii_		0	0	0	1	0	1	1	0	0	0	0	0
	ie_		0	0	0	1	0	1	2	0	0	0	0	0
	ei_		0	0	0	1	0	2	2	0	0	0	0	0
	ee_		0	0	0	1	0	2	3	0	0	0	0	0
	i__		0	0	0	2	0	1	1	0	0	0	0	0
	e__		0	0	0	2	0	2	2	0	0	0	0	0
	_ie		0	0	1	1	0	0	1	0	0	0	0	0
	_ee		0	0	1	1	0	0	2	0	0	0	0	0
	_e_		0	0	1	2	0	0	1	0	0	0	0	0
	i_I		0	1	0	1	0	1	1	1	0	0	0	0
	e_I		0	1	0	1	0	2	2	1	0	0	0	0
	_eI		0	1	1	1	0	0	1	1	0	0	0	0
	ue_		1	1	0	1	0	0	1	0	0	0	0	0
oee	oee	1	0	0	0	0	0	0	0	0	0	0	0	0
	oeE		0	1	0	0	0	0	0	1	0	0	0	0
	oEE		0	2	0	0	0	0	0	2	0	0	0	0
	Oee		1	1	0	0	0	0	0	0	0	0	0	0
	OeE		1	2	0	0	0	0	0	1	0	1	0	0
	OEe		1	2	0	0	0	0	0	1	1	1	0	0
	OEE		1	3	0	0	0	0	0	2	1	2	0	0
	oe_		0	0	0	1	0	0	0	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0	0	0
	_ee		0	0	1	1	0	0	0	0	0	0	0	0
	_e_		0	0	1	2	0	0	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0	0	0
	o_E		0	1	0	1	0	0	0	1	0	0	0	0
	_eE		0	1	1	1	0	0	0	1	0	0	0	0
	__E		0	1	1	2	0	0	0	1	0	0	0	0
	_EE		0	2	1	1	0	0	0	2	0	0	0	0
	Oe_		1	1	0	1	0	0	0	0	0	0	0	0
	O__		1	1	0	2	0	0	0	0	0	0	0	0
	O_E		1	2	0	1	0	0	0	1	1	1	0	0
	oei		0	0	0	0	0	0	1	0	0	0	0	0
	oii		0	0	0	0	0	0	2	0	0	0	0	0
	iee		1	1	0	0	0	2	2	0	0	0	0	0
	iei		1	1	0	0	0	2	3	0	0	0	0	0
	iii		1	1	0	0	0	2	4	0	0	0	0	0
	eee		1	1	0	0	0	1	1	0	0	0	0	0
	eei		1	1	0	0	0	1	2	0	0	0	0	0
	eii		1	1	0	0	0	1	3	0	0	0	0	0
	oiE		0	1	0	0	0	0	1	1	0	0	0	0
	ieE		1	2	0	0	0	2	2	1	0	0	0	0
	iiE		1	2	0	0	0	2	3	1	0	0	0	0
	eeE		1	2	0	0	0	1	1	1	0	0	0	0
	eiE		1	2	0	0	0	1	2	1	0	0	0	0
	iEE		1	3	0	0	0	2	2	2	0	0	0	0
	eEE		1	3	0	0	0	1	1	2	0	0	0	0
	Oei		1	1	0	0	0	0	1	0	0	0	0	0
	Oii		1	1	0	0	0	0	2	0	0	0	0	0
	OiE		1	2	0	0	0	0	1	1	0	1	0	0
	OEi		1	2	0	0	0	0	1	1	1	1	0	0
	oi_		0	0	0	1	0	0	1	0	0	0	0	0
	ie_		1	1	0	1	0	2	2	0	0	0	0	0
	ii_		1	1	0	1	0	2	3	0	0	0	0	0
	ee_		1	1	0	1	0	1	1	0	0	0	0	0
	ei_		1	1	0	1	0	1	2	0	0	0	0	0
	i__		1	1	0	2	0	2	2	0	0	0	0	0
	e__		1	1	0	2	0	1	1	0	0	0	0	0
	_ei		0	0	1	1	0	0	1	0	0	0	0	0
	_ii		0	0	1	1	0	0	2	0	0	0	0	0
	_i_		0	0	1	2	0	0	1	0	0	0	0	0
	i_E		1	2	0	1	0	2	2	1	0	0	0	0
	e_E		1	2	0	1	0	1	1	1	0	0	0	0
	_iE		0	1	1	1	0	0	1	1	0	0	0	0
	Oi_		1	1	0	1	0	0	1	0	0	0	0	0
oei	oei	1	0	0	0	0	0	0	0	0	0	0	0	0
	oeI		0	1	0	0	0	0	0	1	0	0	0	0
	oEI		0	2	0	0	0	0	0	2	0	0	0	0
	Oei		1	1	0	0	0	0	0	0	0	0	0	0
	OeI		1	2	0	0	0	0	0	1	0	1	0	0
	OEi		1	2	0	0	0	0	0	1	1	1	0	0
	OEI		1	3	0	0	0	0	0	2	1	2	0	0
	oe_		0	0	0	1	0	0	0	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0	0	0
	_ei		0	0	1	1	0	0	0	0	0	0	0	0
	_e_		0	0	1	2	0	0	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0	0	0
	o_I		0	1	0	1	0	0	0	1	0	0	0	0
	_eI		0	1	1	1	0	0	0	1	0	0	0	0
	__I		0	1	1	2	0	0	0	1	0	0	0	0
	_EI		0	2	1	1	0	0	0	2	0	0	0	0
	Oe_		1	1	0	1	0	0	0	0	0	0	0	0
	O__		1	1	0	2	0	0	0	0	0	0	0	0
	O_I		1	2	0	1	0	0	0	1	1	1	0	0
	oee		0	0	0	0	0	0	1	0	0	0	0	0
	oie		0	0	0	0	0	0	2	0	0	0	0	0
	iei		1	1	0	0	0	2	2	0	0	0	0	0
	iee		1	1	0	0	0	2	3	0	0	0	0	0
	iie		1	1	0	0	0	2	4	0	0	0	0	0
	eei		1	1	0	0	0	1	1	0	0	0	0	0
	eee		1	1	0	0	0	1	2	0	0	0	0	0
	eie		1	1	0	0	0	1	3	0	0	0	0	0
	oiI		0	1	0	0	0	0	1	1	0	0	0	0
	ieI		1	2	0	0	0	2	2	1	0	0	0	0
	iiI		1	2	0	0	0	2	3	1	0	0	0	0
	eeI		1	2	0	0	0	1	1	1	0	0	0	0
	eiI		1	2	0	0	0	1	2	1	0	0	0	0
	iEI		1	3	0	0	0	2	2	2	0	0	0	0
	eEI		1	3	0	0	0	1	1	2	0	0	0	0
	Oee		1	1	0	0	0	0	1	0	0	0	0	0
	Oie		1	1	0	0	0	0	2	0	0	0	0	0
	OiI		1	2	0	0	0	0	1	1	0	1	0	0
	OEe		1	2	0	0	0	0	1	1	1	1	0	0
	oi_		0	0	0	1	0	0	1	0	0	0	0	0
	ie_		1	1	0	1	0	2	2	0	0	0	0	0
	ii_		1	1	0	1	0	2	3	0	0	0	0	0
	ee_		1	1	0	1	0	1	1	0	0	0	0	0
	ei_		1	1	0	1	0	1	2	0	0	0	0	0
	i__		1	1	0	2	0	2	2	0	0	0	0	0
	e__		1	1	0	2	0	1	1	0	0	0	0	0
	_ee		0	0	1	1	0	0	1	0	0	0	0	0
	_ie		0	0	1	1	0	0	2	0	0	0	0	0
	_i_		0	0	1	2	0	0	1	0	0	0	0	0
	i_I		1	2	0	1	0	2	2	1	0	0	0	0
	e_I		1	2	0	1	0	1	1	1	0	0	0	0
	_iI		0	1	1	1	0	0	1	1	0	0	0	0
	Oi_		1	1	0	1	0	0	1	0	0	0	0	0
