			Id(Bk)Syl1	Id(Bk)	MaxIO(Fr)Syl1	MaxIO(Fr)	MaxIO(Bk)Syl1	MaxIO(Bk)	NonEmpty	Id(HiLoRd)Syl1	Id(HiLoRd)	*F1	*B1	*F4_B5	*F4..._B5	*F3_B2	*F3..._B2	*_B5F4	*_B5...F4
			Id(Bk)Syl1	Id(Bk)	MaxIO(Fr)Syl1	MaxIO(Fr)	MaxIO(Bk)Syl1	MaxIO(Bk)	NonEmpty	Id(HiLoRd)Syl1	Id(HiLoRd)	*F1	*B1	*F4_B5	*F4..._B5	*F3_B2	*F3..._B2	*_B5F4	*_B5...F4
	iau		0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	eau		0	2	0	0	0	0	0	1	1	0	0	1	2	0	0	0	0
	aAi		1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
	aiy		1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
	aii		1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
	aie		1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
	aei		1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1
	aiu		1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	aeu		1	2	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1
	aae		1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2
	Ai_		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	iA_		0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
	ii_		0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0
	i__		0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0
	_Ai		0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	_ii		0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0
	i_u		0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
	e_u		0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0
	_iu		0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	_eu		0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0
	_ae		0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1
	ai_		1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	ae_		1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1
AAe	AAe	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	AAE		0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0
	Aae		0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1
	AaE		0	2	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0
	aAe		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
	aAE		1	2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
	aae		1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
	aaE		1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	AA_		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	A__		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
	_Ae		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	_A_		0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
	___		0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0
	A_E		0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0
	_AE		0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0
	__E		0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
	Aa_		0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
	_ae		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1
	_aE		0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	aA_		1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
	a__		1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
	a_E		1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	AAi		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	Aii		0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
	iAe		0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	iAi		0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	iii		0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
	AiE		0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0
	AeE		0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0
	iAE		0	1	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0
	iiE		0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	ieE		0	1	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0
	eiE		0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0
	Aai		0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
	iae		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1
	eae		0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1
	iaE		0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	eaE		0	2	0	0	0	0	0	1	1	0	0	1	2	0	0	0	0
	aAi		1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
	aie		1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
	aii		1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
	aei		1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1
	aiE		1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	aeE		1	2	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1
	Ai_		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	iA_		0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
	ii_		0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0
	i__		0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0
	_Ai		0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	_ii		0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0
	i_E		0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
	e_E		0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0
	_iE		0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	_eE		0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0
	ai_		1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	ae_		1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1
AAi	AAi	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	AAI		0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0
	Aai		0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
	AaI		0	2	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0
	aAi		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
	aAI		1	2	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
	aai		1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	aaI		1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	AA_		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	A__		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
	_Ai		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	_A_		0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
	___		0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0
	A_I		0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0
	_AI		0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0
	__I		0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0
	Aa_		0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
	_ai		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	_a_		0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
	_aI		0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
	aA_		1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
	a_i		1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	a__		1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
	a_I		1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
	aa_		1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	AAe		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	Aie		0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
	iAi		0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	iAe		0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	iie		0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
	AiI		0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0
	AeI		0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0
	iAI		0	1	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0
	iiI		0	1	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0
	ieI		0	1	0	0	0	0	0	1	2	0	1	1	1	0	0	0	0
	eiI		0	1	0	0	0	0	0	1	2	0	1	0	1	0	0	0	0
	Aae		0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1
	iai		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	iae		0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	1
	eai		0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
	eae		0	1	0	0	0	0	0	1	2	0	0	1	1	0	0	1	1
	iaI		0	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
	eaI		0	2	0	0	0	0	0	1	1	0	1	1	2	0	0	0	0
	aAe		1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
	aii		1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	aie		1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
	aee		1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1
	aiI		1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
	aeI		1	2	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1
	aae		1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2
	Ai_		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	iA_		0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
	ii_		0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0
	i__		0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0
	_Ae		0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	_ie		0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0
	i_I		0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0
	e_I		0	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	0
	_iI		0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
	_eI		0	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0
	ia_		0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
	ea_		0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0
	_ae		0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1
	ai_		1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	ae_		1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1
AAo	AAo	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
	AAO		0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	Aao		0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
	AaO		0	2	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1
	aAo		1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1
	aAO		1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
	aao		1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	aaO		1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2
	AA_		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	A_o		0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
	A__		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
	_Ao		0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0
	_A_		0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
	__o		0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
	___		0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0
	A_O		0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
	_AO		0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
	__O		0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0
	Aa_		0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
	_ao		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	_a_		0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
	_aO		0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1
	aA_		1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
	a_o		1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	a__		1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
	a_O		1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1
	aa_		1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	AAi		0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	Aio		0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
	Aii		0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
	Aeo		0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
	iAo		0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
	iAi		0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	iio		0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	iii		0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
	ieo		0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0
	eio		0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0
	AiO		0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
	iAO		0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
	iiO		0	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0
	Aai		0	2	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
	Aae		0	2	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1
	iao		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	iai		0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	iae		0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	1	1
	eao		0	1	0	0	0	0	0	1	1	0	0	1	2	0	0	0	0
	eai		0	2	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0
	eae		0	2	0	0	0	0	0	1	2	0	0	1	1	0	0	1	1
	iaO		0	2	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1
	eaO		0	2	0	0	0	0	0	1	1	1	0	1	1	0	0	1	1
	aAi		1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
	aio		1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	aii		1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
	aie		1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
	aeo		1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1
	aei		1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1
	aiO		1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
	aeO		1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1
	aai		1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	aae		1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2
	Ai_		0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
	iA_		0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
	ii_		0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0
	A_i		0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	i_o		0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
	i_i		0	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0
	e_o		0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0
	i__		0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0
	_Ai		0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	_io		0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	_ii		0	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0
	_eo		0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0
	_i_		0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0
	__i		0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0
	i_O		0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0
	_iO		0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0
	ia_		0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
	ea_		0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0
	_ai		0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	_ae		0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1
	ai_		1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
	ae_		1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1
	a_i		1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	a_e		1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1
AyA	AyA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Aya		0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
	AuA		0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1
	Aua		0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
	ayA		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
	aya		1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1
	auA		1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
	aua		1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Ay_		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	A__		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
	_yA		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	_y_		0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
	___		0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0
	A_a		0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
	_ya		0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0
	__a		0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
	_uA		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1
	_ua		0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	ay_		1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
	a__		1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
	a_a		1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	Ayi		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	Aii		0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
	iyA		0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	iyi		0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	iii		0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
	Aia		0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
	Aea		0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
	iya		0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
	iia		0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	iea		0	1	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0
	eia		0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0
	Aue		0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1
	iuA		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1
	iue		0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	1
	euA		0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1
	eue		0	1	0	0	0	0	0	1	2	0	0	1	1	0	0	1	1
	iua		0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	eua		0	2	0	0	0	0	0	1	1	0	0	1	2	0	0	0	0
	ayi		1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
	aiA		1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
	aii		1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
	aie		1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
	aei		1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1
	aia		1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	aea		1	2	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1
	aue		1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2
	Ai_		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	iy_		0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
	ii_		0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0
	i__		0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0
	_yi		0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	_ii		0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0
	i_a		0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
	e_a		0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0
	_ia		0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	_ea		0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0
	_ue		0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1
	ai_		1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	ae_		1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1
Ayy	Ayy	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Ayu		0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
	Auy		0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1
	Auu		0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
	ayy		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
	ayu		1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1
	auy		1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
	auu		1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Ay_		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	A__		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
	_yy		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	_y_		0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
	___		0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0
	A_u		0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
	_yu		0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0
	__u		0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
	_uy		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1
	_uu		0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	ay_		1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
	a__		1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
	a_u		1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	Ayi		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	Aii		0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
	iyy		0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	iyi		0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	iii		0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
	Aiu		0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
	Aeu		0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
	iyu		0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
	iiu		0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	ieu		0	1	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0
	eiu		0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0
	Aue		0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1
	iuy		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1
	iue		0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	1
	euy		0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1
	eue		0	1	0	0	0	0	0	1	2	0	0	1	1	0	0	1	1
	iuu		0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	euu		0	2	0	0	0	0	0	1	1	0	0	1	2	0	0	0	0
	ayi		1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
	aiy		1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
	aii		1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
	aie		1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
	aei		1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1
	aiu		1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	aeu		1	2	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1
	aue		1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2
	Ai_		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	iy_		0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
	ii_		0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0
	i__		0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0
	_yi		0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	_ii		0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0
	i_u		0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
	e_u		0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0
	_iu		0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
	_eu		0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0
	_ue		0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1
	ai_		1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
